name_1,name_2,is_duplicate
paul bauder gmbh kg,paul bauder gmbh kg landsberg plant,1
egyptian plastic,world elastic corp .,0
index s.p.a .,rhenocoll - werk e.k .,0
shang yong machinery industry kunshan .,sto corp,0
sumiparts sas,rootes parts service,0
forech india,high treasure industrial .,0
shenzhen jiayushun technology .,zeon corporation,0
reliance chemical products .,reliance retail .,1
bridgestone costa rica sociedad anoni,bridgestone mexico s.a . c.v .,1
ceva freight,ceva freight management,1
tsi instrument?beijing?co . .,fns .,0
bridgestone firestone argentina saic,pt bridgestone tire indonesia,1
basf colors effects usa,basf .,1
zhejiang zhanghai imp . exp .,kd imp . exp .,0
dsl logistics,dongguan logistics .,0
makyol insaat sanayi turizm ve ticaret s,technpvinyl polymers india .,0
"jowat se""/cherez terminal a.c . ""pol - sad"",pol'sha","ooo""iovat",1
american furniture warehouse,gateway ware houses 3,0
indian synthetic rubber,isrl,1
tel alarm s.a .,1 8168912400 tel ex 1 816891 76,0
j.f . moran,jas forwarding worldwide,0
asfaltos chova,asphalt tar bitumen,0
franchescetti,wrgrace canada .,0
mccorry .,com . ltda,0
bridgestone costa rica s.a .,bridgestone brasil industria comercio ltda,1
mefree llp,bridgestone firestone brasil,0
kleiberit,rusplast ooo lobanovo,0
bridgestone americas tire,bridgestone china research development .,1
soprema polska sp . z o.o .,soprema drummondville,1
md elektronik mexico srl c.v .,haemotronic mexico s rl cv,0
succeed rubber plastic .,sperry plast,0
efem balatacilik sanayi ve ticaret,tyca corporation,0
bridgestone firestone venezolana,pt bridgestone tire indonesia,1
trelleborg santana parnaiba ind comer solucoes,panova .,0
sumika polymers north america .,sumika polymers north america,1
bridgestone tianjin tire .,bridgestone costa rica sociedad anoni,1
eurybia logistics .,hm way logistics,0
krones ag,ooo krones,1
basf quimica colombiana s.a .,basf .,1
comercial motores,famotron comercio equipmentos te,0
izolacja jarocin,probigalp - ligantes betuminosos s.a .,0
bridgestone canada .,bridgestone mexico s.a . c.v .,1
bamberger polymers mexico s.a .,shamrock polymer corp .,0
michelin siam .,michelin india private .,1
bridgestone china research development .,bridgestone india pvt . .,1
supreme .,suja shoei private .,0
vanguard logistics services,logistics zeal express,0
crown asia chemicals corporation,symtake chemical .,0
oia global logistics,utc,0
borrachas vipal s.a .,chyasa .,0
prakash imp . exp .,impact .,0
dowdupont,dupont,1
qingdao communications logistics .,wingro pvt . .,0
sika s a.,sika thailand,1
ricoh corp .,centro agricola srl,0
baungarten industria e comercio ltda,adcrete pty .,0
qingdao logistics . feng hengsheng,sto corp,0
panasonic india private .,star decals india private .,0
algol chemicals india private .,svg exp . private .,0
ergon asphalt,swisspor ag,0
total bitumen *,total rumunia,1
turmerleim gmbh,turmerleim gmbh,1
union chemical private .,mitsui chemicals india private .,0
jx nippon oil gas exploration myanmar limited,jx nippon oil gas exploration sarawak,1
adi salambo,adi commerce,1
pirelli tire,pirelli venezuela c.a .,1
volkswagen brasil ltda,continental brasil produtos automotivos ltda,0
dow brasil industria e comercio produtos quimicos lt,dow brasil industria comercio produtos quimicos lt,1
empirical chemical solutions private .,xchem,0
linex,leiner shoes pvt . .,0
sika,sika colombia s.a .,1
roar logistics .,qingdao seagift logistics .,0
thai bridgestone .,bridgestone huizhou tire .,1
tel marketing pte . .,mars,0
qsr .,mines services .,0
bridgestone costa rica sociedad anoni,bridgestone tianjin tire .,1
bridgestone hosepower,bridgestone tire,1
comercial sinsef ltda,comercial quimica scorpion srl .,0
bridgestone firestone argentina saic,bridgestone hosepower,1
sol tintas s.a .,solico pvt . .,0
reliance brands,reliance sibur elastomers pvt . .,1
reliance brands,reliance lifestyle holding,1
danis yapi,danis yapi madencilik sanayi ve ticaret anonim sirketi,1
reliance sibur elastomers pvt . .,reliance retail .,1
f traders,s r,0
pirelli neumaticos,pirelli neumaticos cv boulev,1
automotive performance materials,automotive performance material,1
zeon specialty materials .,zeon corporation,1
scotiabank s.a.a .,saco,0
mona industry sarl,nrc .,0
union logistics .,domek logistics,0
t.a . corporation pvt . .,intl trade shanghai .,0
prince,global marine service .,0
bridgestone firestone venezolana,bridgestone group,1
giti tire hualin .,giti tire mfg . usa .,1
shaw rubber,pardhan rubbers,0
rfe .,huidong weipin comprehensive products .,0
evobus gmbh ersatzteillogistic - center,ooo evobus russlend,1
electro componentes mexico cv,jsrt mexico cv,0
yokohama tyre,yokohama tire corp .,1
bridgestone india pvt . .,bridgestone stargard sp zoo,1
brenntag colombia s.a .,brenntag australia pty .,1
trinseo,trinseo,1
sumitomo warehouse usa . .,sumitomo rubber usa,1
euro,gcc general contracting,0
kawasaki heavy .,"ooo""kavasaki gaz turbin servis rus",1
pt united chemicals inter aneka,andes chemical peru srl .,0
bridgestone firestone mexico cv,bridgestone india pvt . .,1
noma chemicals,crown asia chemicals corporation,0
bostik / s,bo9stic,1
arlanxeo singapore pte . .,arlanxeo,1
orzel s.a .,orzel spolka akcyjna wse orl,1
arlanxeo,arlanxeo brasil s.a .,1
soudal n.v .,soudal nv,1
exxonmobil chemical americas po box 4549 houston,exxonmobil chemical asia pacific,1
s.s.trade,yao yuan shanghai trade .,0
r.i.intl,group services general,0
dow silicones corp .,dow brasil industria comercio produtos quimicos lt,1
khl,yargici deutschland gmb h,0
srf .,austral masonry,0
soprema iberia s.l .,soprema sourges,1
dana industrias ltda,nb noroeste borracha industria comercio ltda,0
pro sports int .,escorts,0
pirelli tyre .,pirelli neumaticos cv boulev,1
treofan mexico peliculas s.a . c.v .,ximcla s.a.c .,0
groupe sport,g.p . pvt .,0
barnet products corp .,suzhou xinfeng composite fibre product .,0
j s enterprises,sin il enterprise .,0
global sports vintage merchandise,.,0
china national aero technology imp . exp . corporation shanghai,zafar imp . exp .,0
synthomer c oterminal,synthomer uk .,1
toyota tsusho guangzhou .,h.r .,0
soprema iberia,soprema sas,1
somi conveyor beltings,itc,0
inversiones bogantes y corella sociedad anonima,inversiones san gabriel s.a .,0
copernit,goter thermoplastic compounds s.p.a,0
universal multi sarl,fmw cv,0
b.c,forin container line,0
liquid coatings direct .,soditec sas,0
jx nippon oil gas exploration technical services corporation,nippon oil exploration limited,1
mondi,mondi limited,1
festo india private .,t.a . corporation pvt . .,0
wexco .,precision rubbers private .,0
bridgestone neumaticos,bridgestone(shenyang tire .,1
andercraft mexico cv,electricfil mexico s.a . c.v .,0
super cereals pty .,super texfab pvt . .,0
energec chem specialities private .,deeps private .,0
srf .,parker hannifin service center,0
prida,prima free trade cancun cv,0
pirelli neumaticos argentina,pirelli neumaticos cv .,1
sneha marketing,d m sales marketing shanghai .,0
posco daewoo america corp .,posco daewoo america corp . toronto b,1
bridgestone mexico s.a . c.v .,bridgestone india pvt . .,1
b.c,yau lee wah concrete precast products .,0
contitech antriebssysteme gmb h,contitech mexicana cv,1
fenner usa,fenner precision .,1
aice comercio y logistica cv,cn logistics,0
basf . yeosu,basf costa rica sociedad anonima,1
bridgestone stargard sp zoo,bridgestone costa rica sociedad anoni,1
cargozone logistics .,bel .,0
nippon express nec logistics,jh logistics .,0
pirelli pneus ltda,pirelli neumaticos,1
torcas corp sas,aerocasillas sociedad anonima,0
bridgestone hosepower,bridgestone canada .,1
kumho tire georgia .,kumho tire goergia .,1
kraton polymers nederland bv,kraton polymers .,1
bitumar montreal est qc,itc .,0
bridgestone costa rica sociedad anoni,bridgestone costa rica s.a .,1
lof .,time logistica eireli epp,0
bridgestone golf shenzhen .,thai bridgestone .,1
companhia brasileira distribuicao,itc,0
ikea distribution services gmb h,ikea distribution service(shanghai,1
sanko mexico cv,trans matic precision metal forming mexico srl c.v .,0
ste biso na biso sarl,bio lab .,0
pirelli tire,pirelli neumaticos s.a . c.v .,1
synthomer srl,shanghai synthomer chemicals .,1
bridgestone china research development .,bridgestone canada .,1
michelin india private .,sociedade michelin participacoes ind e comercio ltda,1
xchem,pinkcity rubber chemicals,0
bridgestone stargard sp zoo,bridgestone tianjin tire .,1
daricia .,balls africa,0
logistics plus canada .,serplus s,0
vinh phuc textile .,jiaxing aojinjia special textile .,0
michelin tyre plc,michelin espana portugal,1
total bitumen deutschland gmbh,total romania s.a .,1
yokohama tire corp .,yokohama americas,1
bridgestone americas tire,bridgestone india,1
thai bridgestone .,bridgestone canada .,1
trinseo europe gmb h trade register 20162359,trinseo,1
bridgestone brasil industria comercio ltda,bridgestone brasil industria e comercio ltda,1
basf chile s.a .,basf,1
bridgestone firestone argentina saic,bridgestone india pvt . .,1
evonik corp .,evonik cyro mobile,1
bochem / sudal,bochem sp . z o.o . zaklady chemiczne,1
shan dong paini chemical .,vohra chemical,0
basf chile s.a .,basf corp .,1
saint gobain performance plastics,saint gobain canada .,1
bridgestone brasil industria e comenrcio ltda,bridgestone americas tire,1
danisco india pvt . .,danisco china .,1
capitol express warehouse,express imp . .,0
kapco .,j k,0
arlanxeo brasil,arlanxeo usa,1
wictor compounding india private .,ilg,0
bridgestone canada .,shenyang bridgestone,1
soprema iberia s.l .,soprema s.r.l .,1
tara riss arya textile industry,indus rti,0
alpha beta trade links,a.l .,0
arlanxeo singapore pte . lt,arlanxeo canada .,1
bridgestone firestone mexico cv,bridgestone stargard sp zoo,1
bridgestone ncr,pt bridgestone tire indonesia,1
repl w.l.l,paige shanghai .,0
coelsin elast meros s.a .,asa,0
wolfowitz shandong agricultural science technology .,kingfa sci.&tech.co . .,0
evonik corporation c / o stockhausen,arue,0
soprema canada,soprema nv,1
exxonmobil chemical baytown chemical plant,exxonmobil chemical americas po box 4549 houston,1
bridgestone group,bridgestone stargard sp zoo,1
hae corp .,copenhagen shoes aps .,0
idrees imp . exp .,impact .,0
bridgestone india,bridgestone brasil industria e comercio ltda,1
soprema drummondville,soprema s.r.l .,1
innovative mexico rls s rl cv,v.d .,0
jayam,qatar rubber,0
hangzhou zhi sheng precision plastic industrial .,quimico plasticos industriales,0
guangzhou economic technical development district sheng heng .,gap,0
aries global logistics .,b m logistica,0
berg ind,technical rubber nektel,0
kia .,hella india automotive pvt . .,0
bridgestone india,bridgestone brasil industria e comenrcio ltda,1
total petrochemicals france,total rumunia,1
industrias negromex,negromex,1
china tech hi industry imp . exp .,dsl,0
paul bauder gmbh kg landsberg plant,paul bauder gmbh co.kg achim plant,1
techmer mexico s rl cv,p.e . mexico s. r.l . de.c.v .,0
afi .,solas marine services,0
bridgestone ncr,bridgestone firestone argentina saic,1
basf japan .,basf .,1
prometeon tyre group industria brasil ltda,prometeon tyre group srl,1
comet sports,pfiff reitsports,0
pt sika indonesia,sika,1
basf finlay pvt . .,basf india,1
jsr corporation tse:4185,bst elastomers,1
yokohama tire canada,yokohama tire mfg . virgini,1
sumitomo rubber,sumitomo rubber north america .,1
new westlife,trb,0
km,shanghai yuyang .,0
bridgestone neumaticos monterreysa cv,bridgestone americas tire,1
basf construction chemicals,clyde chemicals,0
bhalla,challenger sweepers private .,0
camso usa,canon business machines philippines .,0
chevron thailand .,eia .,0
michelin group,michelin north america canada .,1
reliance .,reliance sibur elastomers pvt . .,1
vinh sanh,zoraq abi makran shipping,0
lerado zhongshan industria .,liaoning zhonghe xinke industrial,0
imes p corp,ciments du togo,0
latexa cv,alexander dennis mexico s.a . c.v .,0
itc,alice neumaticos venezuela,0
bridgestone hosepower,bridgestone stargard sp zoo,1
jsr america .,jsr elastomer america .,1
vestas turbinas eolicas uruguay sociedad anonima,vystar corporation,0
produits rlc .,guangdong dongguan animal products imp . exp . .,0
michelin espana portugal,michelin india private .,1
pirelli neumaticos,pirelli neumaticos s.a . cv,1
evonik corp .,evonik cyro,1
servicios habitacionales pp cv,avilon .,0
bridgestone india pvt . .,thai bridgestone .,1
bridgestone huizhou tire .,bridgestone huizhou)synthetic rubber .,1
gcp applied technologies france sas,aquent advance material technologies private .,0
old castle,polyone corporation nyse pol,0
afi .,shanghai l&c intermational logistics .,0
basf .,basf corporation,1
ineos styrolution india .,ineos styrolution america,1
michelin india technology center,michelin na asrc,1
itc,asll airsea land assessoria e logistica ltda,0
arlanxeo singapore pte . lt,arlanxeo singapore pte .,1
soprema s.a .,soprema oberrossbach,1
amit rubber chem.trading co.pvt . .,abb .,0
paul bauder gmbh kg bochum plant,paul bauder gmbh kg landsberg plant,1
eia .,ultimate freight mgt lax,0
arlanxeo,ktn underwood arlanxeo usa,1
smbm comercia e industria textile,pt bitratex,0
chongqing zhu long yishan auto parts .,pam sp,0
sumitomo rubber(hunan .,sumitomo rubber north america .,1
soprema polska sp . z o.o .,soprema iberia,1
fadichem imp . exp . agencies,ab imp . exp .,0
apa .,covencaucho industrias s,0
precision rubbers private .,ashraf,0
pashupati kripa enterprises,panweld enterprises,0
k&s .,soof satin spinning weaving,0
soprema polska sp . z o.o .,soprema nv,1
makson pharmaceuticals india pvt . .,sempertrans india pvt . .,0
360 athletics,xia men xiang lu synthetic shares .,0
bridgestone india automotive,bridgestone tire,1
e.i.dupont nemours .,dupont korea .,1
baker hughes colombia,main colombia s.a .,0
ozsahin suni kosele sanayii ve ticaret anonim sirketi,ozsahin sun'i kosele sanayii ve ticaret s,1
bridgestone huizhou)synthetic rubber .,bridgestone india,1
bridgestone americas tire,bridgestone brasil industria comercio ltda,1
logistics .,shanghai beisi plastics .,0
sika s.a . chile,sika . vietnam,1
eiffage enxtpa fgr,georg borner chemisches werk fur dach- und bautenschutz gmbh kg,0
lusocopla - fabrica colas industriais lda,omur taban,0
swisspor polska,total bitumen *,0
wacker chemical corporation,sunny world chemicals .,0
psa corporation,prada fashion commerce shanghai .,0
selati sp,jia xing ao zhi jia car seat .,0
shri balaji industrial products,pegsa industrial sac,0
owens corning,owens corning insulating systems,1
rigid,sankhla,0
meadwestvaco shanghai,nessyman,0
synthomer .,synthomer c oterminal warehouse,1
cornerstone forest products,dipped products .,0
itn logistics services .,torque logistics .,0
ram,gmz importaciones y exportaciones cv,0
ceat .,century distribution sys,0
michelin aircraft tire,michelin shenyang tire .,1
radix telecom philippines .,xpress industrial s r.l . c.v .,0
h.r .,maruti techno rubber pvt . .,0
basf chile s,basf china . shanghai,1
kraton polymers,kraton polymers .,1
satyam rubber,eve rubber institute .,0
cooper wiring devices mexico cv,g.s.w . mexico s. r.l . c.v .,0
polymer distribution service,ikea supply ag ikea distribution se,0
bridgestone brasil industria e comenrcio ltda,bridgestone tianjin tire .,1
michelin na asrc,michelin shenyang tyre .,1
hyundai construction equipment india p. .,equipment engineers .,0
hexpol compounding,hexpol compounding uk .,1
basf turk kimya san . ve tic.sti,basf .,1
sgl graphics technology,itc .,0
stemaco usa . .,lululemon usa,0
basf chile s,basf,1
oldcastle building products .,omur taban,0
soprema castellbisbal,soprema iberia,1
basf corp .,basf colors effects usa,1
qtm,stemaco,0
parker hannifin industrial m sdn,srf .,0
shantou sez jianxin plastic .,g.p . pvt .,0
arlanxeo corp .,arlanxeo singapore pte . . tearlanxeo canada . 1265 vidal,1
contitech australia pty .,contitech mexicana cv,1
meizhou haolishi industry .,grasim .,0
trinseo europe gmb h trade register 20162359,trinseo europe gmb h tax d be0806160466,1
michelin siam .,michelin north america canada .,1
brenntag peru s.a.c .,brenntag australia pty .,1
